Fin,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts,race_name,date,year,track,laps,track_len,caution_cnt,caution_laps,race_dur,avg_speed,pole_speed,margin,lead_changes,PPts
2,8,7,   Regan Smith ,Goody's / Winn Dixie   (JR Motorsports),Chevrolet,103,"67,525",running,47,44,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
3,21,39,   Ryan Sieg ,SmartCell Fundraising / Pull-A-Part   (Rod Sieg),Chevrolet,103,"48,600",running,0,41,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
4,4,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,103,"37,050",running,0,40,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
5,10,42,   Kyle Larson ,Target Ticket   (Steve Turner),Chevrolet,103,"26,600",running,5,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
6,11,22,   Joey Logano ,Discount Tire   (Roger Penske),Ford,103,"24,350",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
7,9,20,   Bubba Wallace ,Share a Coke With Bubba   (Joe Gibbs),Toyota,103,"28,810",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
8,36,51,   Jeremy Clements ,AllSouthElectric.com / BRT Extrusions   (Jeremy Clements),Chevrolet,103,"27,770",running,0,36,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
9,2,6,   Trevor Bayne ,AdvoCare   (Jack Roush),Ford,103,"29,350",running,7,36,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
10,17,93,   Mike Wallace ,Smith Transport   (James Whitener),Dodge,103,"27,275",running,0,34,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
11,16,3,   Ty Dillon ,Yuengling - America's Oldest Brewery   (Richard Childress),Chevrolet,103,"25,425",running,0,33,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
12,3,60,   Chris Buescher ,Roush Performance Parts   (Jack Roush),Ford,103,"24,875",running,0,32,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
13,23,70,   Derrike Cope ,Youtheory   (Derrike Cope),Chevrolet,103,"24,350",running,0,31,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
14,18,99,   James Buescher ,ToyotaCare   (Robby Benton),Toyota,103,"23,825",running,0,30,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
15,20,80,   Johnny Sauter ,JMS / TACTI   (Shigeaki Hattori),Toyota,103,"24,450",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
16,15,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,103,"23,350",running,1,29,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
17,5,54,   Kyle Busch ,Monster Energy   (Joe Gibbs),Toyota,103,"17,225",running,7,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
18,27,25,   John Wes Townley ,Zaxby's   (Tony Townley),Toyota,103,"17,100",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
19,1,43,   Dakoda Armstrong ,Fresh From Florida   (Richard Petty Motorsports),Ford,103,"23,475",running,1,26,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
20,7,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,103,"23,550",running,1,25,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
21,6,11,   Elliott Sadler ,Sport Clips   (Joe Gibbs),Toyota,103,"22,700",running,28,24,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
22,32,14,   Eric McClure ,Hefty Ultimate / Reynolds Wrap   (Mark Smith),Toyota,103,"22,570",running,0,22,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
23,31,98,   David Ragan ,Carroll Shelby Engine Co.   (Fred Biagi),Ford,103,"16,420",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
24,26,31,   Dylan Kwasniewski ,Rockstar Energy Drink   (Steve Turner),Chevrolet,103,"22,270",running,0,20,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
25,30,44,   David Starr ,Chasco Constructors / Steely Lumber Co.   (Mark Smith),Toyota,103,"22,645",running,0,19,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
26,12,84,   Chad Boat ,Billy Boat Perf. Exhaust / CorvetteParts.net   (Billy Boat),Chevrolet,103,"16,020",running,2,19,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
27,40,97,   Joe Nemechek ,D.A.B. Constructors / Smoke-N-Sear   (Joe Nemechek),Toyota,102,"15,870",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
28,14,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,102,"21,695",running,3,17,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
29,33,55,   Ross Chastain ,Viva Auto Group / Florida Watermelon Assn.   (Jimmy Dick),Chevrolet,101,"21,570",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
30,25,1,   Landon Cassill ,Flex Seal   (Johnny Davis),Chevrolet,101,"21,745",running,0,14,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
31,28,29,"   Scott Lagasse, Jr. ","Alert Today, Alive Tomorrow   (Robby Benton)",Toyota,101,"15,315",running,0,13,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
32,35,40,   Josh Wise ,The Motorsports Group   (Curtis Key),Chevrolet,100,"21,180",running,0,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
33,39,4,   Jeffrey Earnhardt ,Florida Sheriffs Youth Ranches   (Johnny Davis),Chevrolet,100,"21,065",running,0,11,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
34,34,87,   Carlos Contreras ,RaceTrac Convenience Stores   (Rick Ware),Chevrolet,99,"20,955",running,0,10,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
35,19,28,   J.J. Yeley ,JGL Racing   (James Whitener),Dodge,98,"20,834",crash,0,9,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
36,24,17,   Tanner Berryhill ,NationalCashLenders.com   (Adrian Berryhill),Dodge,97,"19,700",running,0,8,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
37,38,52,   Joey Gase ,Vukelja Law Attorneys / Space Shuttle Inn   (Jimmy Means),Chevrolet,92,"19,665",running,0,7,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
38,29,19,   Mike Bliss ,Celsius Cola   (Mark Smith),Toyota,62,"19,611",rear end,0,6,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
39,22,74,   Mike Harmon ,Mike Harmon Racing   (Mike Harmon),Dodge,58,"19,495",overheating,0,5,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
40,37,23,"   Robert Richardson, Jr. ","Cornboard   (Robert Richardson, Sr.)",Chevrolet,13,"13,430",rear end,0,4,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
1,1,22,   Brad Keselowski ,Hertz   (Roger Penske),Ford,200,"51,025",running,152,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
2,2,54,   Kyle Busch ,Monster Energy   (Joe Gibbs),Toyota,200,"35,725",running,34,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
3,3,20,   Matt Kenseth ,Interstate Batteries   (Joe Gibbs),Toyota,200,"24,075",running,0,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
4,4,42,   Kyle Larson ,Cartwheel by Target   (Steve Turner),Chevrolet,200,"22,250",running,11,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
5,9,60,   Chris Buescher ,Ford EcoBoost   (Jack Roush),Ford,200,"24,925",running,3,40,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
6,16,11,   Elliott Sadler ,OneMain Financial   (Joe Gibbs),Toyota,200,"20,400",running,0,38,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
7,5,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,200,"19,750",running,0,37,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
8,6,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,200,"19,350",running,0,36,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
9,8,6,   Trevor Bayne ,AdvoCare   (Jack Roush),Ford,200,"19,225",running,0,35,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
10,12,7,   Regan Smith ,TaxSlayer.com   (JR Motorsports),Chevrolet,200,"21,350",running,0,34,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
11,13,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,200,"18,975",running,0,33,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
12,19,3,   Ty Dillon ,WESCO   (Richard Childress),Chevrolet,199,"18,850",running,0,32,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
13,10,31,   Dylan Kwasniewski ,Rockstar Energy / AccuDoc Solutions   (Steve Turner),Chevrolet,199,"18,700",running,0,31,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
14,22,36,   Ryan Preece ,"East West Marine   (Tommy Baldwin, Jr.)",Chevrolet,199,"12,450",running,0,30,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
15,14,1,   Landon Cassill ,Flex Seal   (Johnny Davis),Chevrolet,199,"19,175",running,0,29,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
16,11,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,198,"18,200",running,0,28,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
17,18,28,   J.J. Yeley ,SupportMilitary.org   (James Whitener),Dodge,198,"18,075",running,0,27,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
18,20,39,   Ryan Sieg ,RSS Racing   (Rod Sieg),Chevrolet,198,"17,925",running,0,26,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
19,7,33,   Paul Menard ,Libman / Menards   (Richard Childress),Chevrolet,198,"11,875",running,0,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
20,30,51,   Jeremy Clements ,RepairableVehicles.com   (Jeremy Clements),Chevrolet,197,"18,525",running,0,24,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
21,15,5,   Austin Theriault ,BetBomb.com   (JR Motorsports),Chevrolet,197,"17,725",running,0,23,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
22,17,99,   James Buescher ,Rheem   (Robby Benton),Toyota,197,"17,670",running,0,22,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
23,37,4,   Jeffrey Earnhardt ,JD Motorsports   (Johnny Davis),Chevrolet,196,"17,620",running,0,21,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
24,24,55,   Brennan Newberry ,Qore-24   (Bob Newberry),Chevrolet,195,"17,555",running,0,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
25,36,44,   Matt Frahm ,Gilchrist Metal Fabrication   (Mark Smith),Toyota,195,"18,020",running,0,19,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
26,25,14,   Eric McClure ,Hefty Ultimate / Reynolds Wrap   (Mark Smith),Toyota,195,"17,485",running,0,18,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
27,23,17,   Tanner Berryhill ,NationalCashLenders.com   (Adrian Berryhill),Dodge,194,"17,450",running,0,17,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
28,33,70,   Derrike Cope ,Youtheory   (Derrike Cope),Chevrolet,194,"17,415",running,0,16,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
29,35,52,   Joey Gase ,Jimmy Means Racing   (Jimmy Means),Chevrolet,193,"17,380",running,0,15,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
30,27,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,193,"17,645",running,0,14,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
31,32,86,   Jake Crum ,Bubba Burger / MyFreedomSmokes.com   (Scott Deware),Chevrolet,192,"11,310",running,0,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
32,21,19,   Mike Bliss ,Tweaker Energy Shot   (Mark Smith),Toyota,121,"17,275",crash,0,12,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
33,40,74,   Kevin Lepage ,Mike Harmon Racing   (Mike Harmon),Dodge,120,"17,255",vibration,0,11,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
34,39,87,   Josh Reaume ,Colonial Countertops   (Rick Ware),Chevrolet,106,"17,235",engine,0,10,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
35,38,23,   Carlos Contreras ,Market Basket / Lilly Trucking   (Rick Ware),Chevrolet,103,"17,183",crash,0,9,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
36,34,93,   Ryan Ellis ,SupportMilitary.org   (James Whitener),Dodge,62,"16,345",transmission,0,8,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
37,31,72,   Harrison Rhodes ,CrashClaimsR.Us   (James Carter),Chevrolet,22,"10,325",brakes,0,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
38,28,40,   Josh Wise ,The Motorsports Group   (Curtis Key),Chevrolet,9,"16,311",clutch,0,0,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
39,29,10,   Blake Koch ,Heroes Behind the Camo / SupportMilitary.org   (Mark Smith),Toyota,4,"10,190",vibration,0,5,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
40,26,46,   Matt DiBenedetto ,The Motorsports Group   (Curtis Key),Chevrolet,1,"10,105",brakes,0,4,2014_Sta-Green_200,2014-07-12,2014,New Hampshire Motor Speedway,200,1.058,6,27,2.0113888888888893,105.201,130.304,1.88,8,
1,3,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,200,"93,675",running,85,48,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
2,11,6,   Trevor Bayne ,AdvoCare   (Jack Roush),Ford,200,"67,300",running,14,43,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
3,12,42,   Kyle Larson ,Cartwheel by Target   (Steve Turner),Chevrolet,200,"38,775",running,23,0,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
4,5,5,   Kasey Kahne ,Great Clips   (JR Motorsports),Chevrolet,200,"28,900",running,3,0,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
5,2,3,   Ty Dillon ,Red Kap Performance Workwear   (Richard Childress),Chevrolet,200,"32,600",running,0,39,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
6,1,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,200,"35,350",running,20,39,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
7,4,20,   Erik Jones ,NarcolepsyLink.com   (Joe Gibbs),Toyota,200,"28,585",running,2,0,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
8,13,60,   Chris Buescher ,Ford EcoBoost   (Jack Roush),Ford,200,"26,670",running,1,37,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
9,8,22,   Ryan Blaney ,Hertz   (Roger Penske),Ford,200,"25,150",running,47,0,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
10,7,11,   Elliott Sadler ,OneMain Financial   (Joe Gibbs),Toyota,200,"25,525",running,1,35,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
11,9,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,200,"24,175",running,0,33,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
12,10,33,   Cale Conley ,Iraq & Afghanistan Veterans of America   (Richard Childress),Chevrolet,199,"23,375",running,0,0,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
13,21,51,   Jeremy Clements ,Jeremy Clements Racing   (Jeremy Clements),Chevrolet,199,"22,850",running,0,31,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
14,18,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Dodge,199,"22,325",running,0,30,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
15,14,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,198,"22,925",running,0,29,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
16,15,7,   Regan Smith ,TaxSlayer.com   (JR Motorsports),Chevrolet,198,"21,850",running,0,28,2014_EnjoyIllinois.com_300,2014-07-19,2014,Chicagoland Speedway,200,1.5,3,13,2.0438888888888886,146.779,177.80700000000004,1.773,17,
